index_col,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
4470,Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,23,18,5657,45090
4596,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,12,5657,3104
4644,Ferrari,F12 Berlinetta,2013,premium unleaded (required),731.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,16,11,2774,315888
4647,Ferrari,F430,2007,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,16,11,2774,173079
4660,Ford,Festiva,1991,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
4666,Ferrari,FF,2013,premium unleaded (required),651.0,12.0,AUTOMATED_MANUAL,all wheel drive,,"Exotic,High-Performance",Large,Coupe,16,11,2774,295000
4669,Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,28,5657,18405
4690,Pontiac,Firebird,2000,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Midsize,2dr Hatchback,28,17,210,4677
4705,Honda,Fit EV,2013,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105,132,2202,36625
4707,Honda,Fit,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,29,2202,15650
4725,Ford,Five Hundred,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,19,5657,24165
4741,Toyota,FJ Cruiser,2012,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,17,2031,27705
4750,Cadillac,Fleetwood,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,2000
4753,Ford,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,32100
4771,Bentley,Flying Spur,2014,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12,520,200500
4776,Ford,Focus RS,2017,premium unleaded (recommended),350.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,25,19,5657,36120
4777,Ford,Focus ST,2015,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,32,23,5657,24370
4780,Ford,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,36,26,5657,18460
4800,Suzuki,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16699
4834,Subaru,Forester,2015,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,33095
4858,Kia,Forte,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,34,25,1720,19590
4886,Volkswagen,Fox,1991,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,22,873,2000
4893,Scion,FR-S,2014,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,24700
4905,Land Rover,Freelander,2003,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,15,258,24975
4914,Ford,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657,28030
4928,Ford,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,28440
4944,Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009,32560
5020,Ford,Fusion Hybrid,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,41,44,5657,27380
5030,Ford,Fusion,2015,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,31,22,5657,27830
5047,Infiniti,FX35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,20,15,190,39550
5053,Infiniti,FX45,2006,premium unleaded (required),320.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,49750
5056,Infiniti,FX50,2009,premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190,58400
5058,Infiniti,FX,2011,premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,44050
5069,Mercedes-Benz,G-Class,2015,premium unleaded (required),382.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,15,12,617,115400
5074,Infiniti,G Convertible,2011,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,50200
5082,Infiniti,G Coupe,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,38600
5099,Infiniti,G Sedan,2011,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,41550
5122,Infiniti,G20,2000,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,2251
5130,Infiniti,G35,2006,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,33250
5146,Infiniti,G37 Convertible,2010,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,46950
5149,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,19,190,37500
5154,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,19,190,43350
5160,Infiniti,G37,2008,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,18,190,35650
5173,Pontiac,G3,2009,regular unleaded,106.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,27,210,14335
5174,Pontiac,G5,2007,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,31,22,210,14775
5180,Pontiac,G6,2008,regular unleaded,217.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Convertible,26,17,210,30210
5202,Genesis,G80,2017,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,21,41400
5205,Pontiac,G8,2008,regular unleaded,361.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,24,15,210,29310
5210,Mitsubishi,Galant,2010,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,21,436,21599
5216,Lamborghini,Gallardo,2012,premium unleaded (required),570.0,10.0,MANUAL,all wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,12,1158,248000
5241,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,24,16,1439,29350
5259,Hyundai,Genesis,2014,regular unleaded,333.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,27,18,1439,35200
5267,Maserati,Ghibli,2015,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,77900
5275,Rolls-Royce,Ghost Series II,2015,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,286750
5279,Rolls-Royce,Ghost,2012,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,20,13,86,250000
5285,Mercedes-Benz,GL-Class,2014,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,4dr SUV,26,19,617,63000
5297,Mercedes-Benz,GLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,35,25,617,31300
5306,Mercedes-Benz,GLC-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,22,617,38950
5310,Mercedes-Benz,GLE-Class Coupe,2016,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,617,65100
5314,Mercedes-Benz,GLE-Class,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,18,617,64600
5325,Volkswagen,GLI,2008,premium unleaded (required),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Compact,Sedan,29,22,873,25375
5347,Mercedes-Benz,GLK-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,25,19,617,37090
5356,Mercedes-Benz,GLS-Class,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Large,4dr SUV,17,13,617,124100
5359,Volkswagen,Golf Alltrack,2017,regular unleaded,170.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Crossover,Compact,Wagon,30,22,873,26950
5364,Volkswagen,Golf GTI,2015,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,29280
5414,Volkswagen,Golf R,2015,premium unleaded (recommended),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,39090
5424,Volkswagen,Golf SportWagen,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,31,873,31445
5443,Volkswagen,Golf,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,43,31,873,26995
5470,Pontiac,Grand Am,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,22940
5487,Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,30995
5503,Pontiac,Grand Prix,2006,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,210,24330
5511,Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,23449
5529,Chrysler,Grand Voyager,2000,regular unleaded,158.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,23,16,1013,2169
5539,Maserati,GranSport,2005,premium unleaded (required),395.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,16,11,238,98172
5543,Maserati,GranTurismo Convertible,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238,143300
5554,Maserati,GranTurismo,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,143400
5562,Lexus,GS 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,53285
5566,Lexus,GS 300,2004,premium unleaded (required),220.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,16,454,38875
5570,Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,19,454,55070
5581,Lexus,GS 400,1998,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,21,15,454,3542
5584,Lexus,GS 430,2005,premium unleaded (required),300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,47975
5587,Lexus,GS 450h,2014,premium unleaded (required),338.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34,29,454,60430
5590,Lexus,GS 460,2009,premium unleaded (required),342.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,454,53470
5593,Lexus,GS F,2016,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,24,16,454,84440
5594,Nissan,GT-R,2015,premium unleaded (recommended),545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,23,16,2009,111510
5602,Ford,GT,2005,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19,12,5657,149995
5604,Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,26275
5680,Pontiac,GTO,2004,premium unleaded (required),350.0,8.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Midsize,Coupe,20,15,210,31795
5683,Lexus,GX 460,2015,premium unleaded (required),301.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,49485
5689,Lexus,GX 470,2007,regular unleaded,263.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,454,46635
5692,HUMMER,H3,2008,regular unleaded,242.0,5.0,MANUAL,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,130,39290
5702,HUMMER,H3T,2009,regular unleaded,239.0,5.0,MANUAL,four wheel drive,4.0,"Crossover,Luxury",Compact,Crew Cab Pickup,18,14,130,30750
5709,Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Compact,Wagon,30,22,1385,20720
5723,Toyota,Highlander Hybrid,2014,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47300
5729,Toyota,Highlander,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,2031,34750
5751,Plymouth,Horizon,1990,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,22,535,2000
5752,Honda,HR-V,2016,regular unleaded,141.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,35,28,2202,22065
5768,Lexus,HS 250h,2010,regular unleaded,187.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,34,35,454,34650
5774,Lamborghini,Huracan,2015,premium unleaded (required),610.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,20,14,1158,237250
5778,Mitsubishi,i-MiEV,2014,electric,,,DIRECT_DRIVE,rear wheel drive,4.0,Hatchback,Compact,4dr Hatchback,99,126,436,22995
5781,Infiniti,I30,1999,regular unleaded,190.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,2288
5787,Infiniti,I35,2002,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190,28750
5790,BMW,i3,2015,electric,170.0,0.0,DIRECT_DRIVE,rear wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,111,137,3916,42400
5794,Scion,iA,2016,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,42,33,105,16800
5796,Acura,ILX Hybrid,2014,premium unleaded (recommended),111.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Compact,Sedan,38,39,204,28900
5798,Acura,ILX,2015,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,31,22,204,29350
5814,Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385,26840
5823,Chevrolet,Impala,2015,regular unleaded,195.0,4.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,31,21,1385,34465
5841,Chrysler,Imperial,1991,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,23,15,1013,2000
5844,Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,19,640,28295
5862,Subaru,Impreza,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,28,640,21495
5896,Scion,iM,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,105,18460
5898,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202,23690
5918,Acura,Integra,1999,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,22,204,2827
5942,Dodge,Intrepid,2002,regular unleaded,244.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1851,27055
5950,Oldsmobile,Intrigue,2000,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,26,2233
5959,Scion,iQ,2013,regular unleaded,94.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,36,105,15495
5963,Lexus,IS 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,33,22,454,37325
5965,Lexus,IS 250 C,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,30,21,454,42610
5968,Lexus,IS 250,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454,35065
5976,Lexus,IS 300,2005,premium unleaded (required),215.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Compact,Wagon,23,16,454,31105
5981,Lexus,IS 350 C,2013,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,46890
5984,Lexus,IS 350,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,39615
5990,Lexus,IS F,2012,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61300
5993,Infiniti,J30,1995,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,2000
6000,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25270
6044,Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,26990
6052,Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,24210
6094,Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,25,873,22325
6155,GMC,Jimmy,1999,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,16,13,549,2347
6186,Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33295
6217,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
6247,Subaru,Justy,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,24,640,2000
6257,Infiniti,JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,24,18,190,41250
6259,Kia,K900,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,59900
6264,Suzuki,Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,23,481,21049
6296,Buick,LaCrosse,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Hybrid",Large,Sedan,36,25,155,35725
6316,Mitsubishi,Lancer Evolution,2013,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,37895
6323,Mitsubishi,Lancer Sportback,2012,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,21345
6329,Mitsubishi,Lancer,2015,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,25,436,17395
6347,Toyota,Land Cruiser,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,80155
6350,Maybach,Landaulet,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Convertible,16,10,67,1380000
6352,Plymouth,Laser,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,21,535,2000
6364,Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,26,17,1013,2000
6376,Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,34,25,210,2000
6385,Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,35020
6395,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,26495
6414,Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23,15,204,2000
6430,Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,155,25645
6436,Maserati,Levante,2017,premium unleaded (required),424.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,High-Performance",Large,4dr SUV,19,14,238,83000
6438,Lexus,LFA,2012,premium unleaded (required),552.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,11,454,375000
6439,Chrysler,LHS,1999,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,2000
6442,Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,640,2000
6451,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,36400
6460,Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,48525
6463,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,49700
6473,Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,17,454,4207
6476,Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,55375
6479,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,82305
6493,Lexus,LS 600h L,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23,19,454,120060
6496,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36770
6507,Oldsmobile,LSS,1997,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,24,16,26,2136
6513,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,22,15,5657,2000
6526,Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Large,Sedan,22,15,155,40205
6547,Chevrolet,Lumina Minivan,1994,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Passenger Minivan,21,17,1385,2000
6553,Chevrolet,Lumina,1999,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,1385,2000
6558,Lexus,LX 450,1996,regular unleaded,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,12,454,3667
6560,Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,454,65225
6563,Lexus,LX 570,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,454,83180
6566,Mercedes-Benz,M-Class,2013,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,28,20,617,51270
